學年度,學校代碼,學校名稱,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
112,2,國立清華大學,化學工程學系,D 日,D 博士,82,0,20,18 新竹市,1 一般
112,2,國立清華大學,化學工程學系,D 日,M 碩士,208,0,90,18 新竹市,1 一般
112,2,國立清華大學,化學工程學系,D 日,B 學士,247,23,62,18 新竹市,1 一般
112,2,國立清華大學,材料科學工程學系,D 日,D 博士,113,0,27,18 新竹市,1 一般
112,2,國立清華大學,材料科學工程學系,D 日,M 碩士,321,0,106,18 新竹市,1 一般
112,2,國立清華大學,材料科學工程學系,D 日,B 學士,462,32,114,18 新竹市,1 一般
112,2,國立清華大學,工學院學士班,D 日,B 學士,174,0,21,18 新竹市,1 一般
112,2,國立清華大學,前瞻功能材料產業博士學位學程,D 日,D 博士,15,0,1,18 新竹市,1 一般
112,2,國立清華大學,核子工程與科學研究所,D 日,D 博士,19,0,1,18 新竹市,1 一般
112,2,國立清華大學,核子工程與科學研究所,D 日,M 碩士,51,7,18,18 新竹市,1 一般
112,2,國立清華大學,電機工程學系,D 日,D 博士,73,0,6,18 新竹市,1 一般
112,2,國立清華大學,電機工程學系,D 日,M 碩士,407,0,129,18 新竹市,1 一般
112,2,國立清華大學,電機工程學系,D 日,B 學士,496,60,109,18 新竹市,1 一般
112,2,國立清華大學,電子工程研究所,D 日,D 博士,37,0,5,18 新竹市,1 一般
112,2,國立清華大學,電子工程研究所,D 日,M 碩士,213,0,86,18 新竹市,1 一般
112,2,國立清華大學,光電工程研究所,D 日,D 博士,25,0,1,18 新竹市,1 一般
112,2,國立清華大學,光電工程研究所,D 日,M 碩士,145,0,42,18 新竹市,1 一般
112,2,國立清華大學,通訊工程研究所,D 日,D 博士,19,0,3,18 新竹市,1 一般
112,2,國立清華大學,通訊工程研究所,D 日,M 碩士,166,0,55,18 新竹市,1 一般
112,2,國立清華大學,電機資訊學院學士班,D 日,B 學士,306,0,49,18 新竹市,1 一般
112,2,國立清華大學,動力機械工程學系,D 日,D 博士,71,0,20,18 新竹市,1 一般
112,2,國立清華大學,動力機械工程學系,D 日,M 碩士,363,0,123,18 新竹市,1 一般
112,2,國立清華大學,動力機械工程學系,D 日,B 學士,468,39,103,18 新竹市,1 一般
112,2,國立清華大學,智慧生產與製造產業碩士專班,D 日,M 碩士,0,0,2,18 新竹市,1 一般
112,2,國立清華大學,AI智慧製造與工業物聯網產業碩士專班,D 日,M 碩士,0,0,2,18 新竹市,1 一般
112,2,國立清華大學,電動載具先進智慧製造技術產業碩士專班,D 日,M 碩士,6,0,0,18 新竹市,1 一般
112,2,國立清華大學,AI智慧製造與智慧物聯網產業碩士專班,D 日,M 碩士,13,0,0,18 新竹市,1 一般
112,2,國立清華大學,流體機械暨先進材料與智慧檢測產業碩士專班,D 日,M 碩士,2,0,0,18 新竹市,1 一般
112,2,國立清華大學,工業工程與工程管理學系,D 日,D 博士,41,0,7,18 新竹市,1 一般
112,2,國立清華大學,工業工程與工程管理學系,D 日,M 碩士,214,0,106,18 新竹市,1 一般
112,2,國立清華大學,工業工程與工程管理學系,N 職,M 碩士,118,0,28,18 新竹市,1 一般
112,2,國立清華大學,工業工程與工程管理學系,D 日,B 學士,293,19,57,18 新竹市,1 一般
112,2,國立清華大學,智慧製造跨院高階主管碩士在職學位學程,N 職,M 碩士,65,0,10,18 新竹市,1 一般
112,2,國立清華大學,生醫工程與環境科學系,D 日,D 博士,51,0,8,18 新竹市,1 一般
112,2,國立清華大學,生醫工程與環境科學系,D 日,M 碩士,101,0,54,18 新竹市,1 一般
112,2,國立清華大學,生醫工程與環境科學系,D 日,B 學士,175,15,33,18 新竹市,1 一般
112,2,國立清華大學,生物醫學工程研究所,D 日,D 博士,8,0,0,18 新竹市,1 一般
112,2,國立清華大學,生物醫學工程研究所,D 日,M 碩士,49,6,22,18 新竹市,1 一般
112,2,國立清華大學,智慧生醫博士學位學程,D 日,D 博士,3,1,0,18 新竹市,1 一般
112,2,國立清華大學,奈米工程與微系統研究所,D 日,D 博士,43,0,4,18 新竹市,1 一般
112,2,國立清華大學,奈米工程與微系統研究所,D 日,M 碩士,62,0,15,18 新竹市,1 一般
112,2,國立清華大學,工程與系統科學系,D 日,D 博士,79,0,13,18 新竹市,1 一般
112,2,國立清華大學,工程與系統科學系,D 日,M 碩士,214,0,65,18 新竹市,1 一般
112,2,國立清華大學,工程與系統科學系,D 日,B 學士,415,21,100,18 新竹市,1 一般
112,2,國立清華大學,原子科學院學士班,D 日,B 學士,109,0,19,18 新竹市,1 一般
112,2,國立清華大學,全球營運管理碩士雙聯學位學程,D 日,M 碩士,1,0,1,18 新竹市,1 一般
112,2,國立清華大學,醫學科學系,D 日,B 學士,152,6,27,18 新竹市,1 一般
112,2,國立清華大學,精準醫療博士學位學程,D 日,D 博士,8,2,0,18 新竹市,1 一般
112,2,國立清華大學,學士後醫學系,D 日,B 學士,46,32,0,18 新竹市,1 一般
112,2,國立清華大學,跨院國際博士班學位學程,D 日,D 博士,137,0,8,18 新竹市,1 一般
112,2,國立清華大學,跨院國際碩士學位學程,D 日,M 碩士,37,4,10,18 新竹市,1 一般
112,2,國立清華大學,清華學院學士班,D 日,B 學士,93,1,3,18 新竹市,1 一般
112,2,國立清華大學,清華學院國際學士班,D 日,B 學士,235,1,29,18 新竹市,1 一般
112,2,國立清華大學,台北政經學院,D 日,,0,1,0,18 新竹市,1 一般
112,2,國立清華大學,通識及共同科目,D 日,,0,24,0,18 新竹市,1 一般
112,2,國立清華大學,軍訓教官,D 日,,0,2,0,18 新竹市,1 一般
112,2,國立清華大學,師資培育中心,D 日,,0,8,0,18 新竹市,1 一般
112,2,國立清華大學,師資培育中心,N 修,,0,1,0,18 新竹市,1 一般
112,2,國立清華大學,體育室,D 日,,0,11,0,18 新竹市,1 一般
112,2,國立清華大學,語言中心,D 日,,0,2,0,18 新竹市,1 一般
112,3,國立臺灣大學,華語教學碩士學位學程,D 日,M 碩士,54,5,14,30 臺北市,1 一般
112,3,國立臺灣大學,音樂學研究所,D 日,D 博士,19,0,0,30 臺北市,1 一般
112,3,國立臺灣大學,音樂學研究所,D 日,M 碩士,21,8,6,30 臺北市,1 一般
112,3,國立臺灣大學,戲劇學系,D 日,D 博士,7,0,1,30 臺北市,1 一般
112,3,國立臺灣大學,戲劇學系,D 日,M 碩士,30,0,5,30 臺北市,1 一般
112,3,國立臺灣大學,戲劇學系,D 日,B 學士,165,14,30,30 臺北市,1 一般
112,3,國立臺灣大學,藝術史研究所,D 日,D 博士,13,0,0,30 臺北市,1 一般
112,3,國立臺灣大學,藝術史研究所,D 日,M 碩士,40,7,2,30 臺北市,1 一般
112,3,國立臺灣大學,歷史學系,D 日,D 博士,47,0,5,30 臺北市,1 一般
112,3,國立臺灣大學,歷史學系,D 日,M 碩士,71,0,14,30 臺北市,1 一般
112,3,國立臺灣大學,歷史學系,D 日,B 學士,258,26,45,30 臺北市,1 一般
112,3,國立臺灣大學,人類學系,D 日,D 博士,16,0,1,30 臺北市,1 一般
112,3,國立臺灣大學,人類學系,D 日,M 碩士,39,0,6,30 臺北市,1 一般
112,3,國立臺灣大學,人類學系,D 日,B 學士,191,13,38,30 臺北市,1 一般
112,3,國立臺灣大學,哲學系,D 日,D 博士,32,0,0,30 臺北市,1 一般
112,3,國立臺灣大學,哲學系,D 日,M 碩士,50,0,5,30 臺北市,1 一般
112,3,國立臺灣大學,哲學系,D 日,B 學士,192,23,30,30 臺北市,1 一般
112,3,國立臺灣大學,外國語文學系,D 日,D 博士,15,0,3,30 臺北市,1 一般
112,3,國立臺灣大學,外國語文學系,D 日,M 碩士,67,0,15,30 臺北市,1 一般
112,3,國立臺灣大學,外國語文學系,D 日,B 學士,581,72,114,30 臺北市,1 一般
112,3,國立臺灣大學,日本語文學系,D 日,M 碩士,49,0,4,30 臺北市,1 一般
112,3,國立臺灣大學,日本語文學系,D 日,B 學士,264,14,44,30 臺北市,1 一般
112,3,國立臺灣大學,翻譯碩士學位學程,D 日,M 碩士,61,4,16,30 臺北市,1 一般
112,3,國立臺灣大學,臺灣文學研究所,D 日,D 博士,24,0,1,30 臺北市,1 一般
112,3,國立臺灣大學,臺灣文學研究所,D 日,M 碩士,45,7,10,30 臺北市,1 一般
112,3,國立臺灣大學,中國文學系,D 日,D 博士,41,0,10,30 臺北市,1 一般
112,3,國立臺灣大學,中國文學系,D 日,M 碩士,82,0,19,30 臺北市,1 一般
112,3,國立臺灣大學,中國文學系,D 日,B 學士,300,52,64,30 臺北市,1 一般
112,3,國立臺灣大學,語言學研究所,D 日,D 博士,14,0,3,30 臺北市,1 一般
112,3,國立臺灣大學,語言學研究所,D 日,M 碩士,35,7,7,30 臺北市,1 一般
112,3,國立臺灣大學,經濟學系,D 日,D 博士,21,0,0,30 臺北市,1 一般
112,3,國立臺灣大學,經濟學系,D 日,M 碩士,111,0,43,30 臺北市,1 一般
112,3,國立臺灣大學,經濟學系,N 職,M 碩士,83,0,9,30 臺北市,1 一般
112,3,國立臺灣大學,經濟學系,D 日,B 學士,652,42,133,30 臺北市,1 一般
112,3,國立臺灣大學,政治學系,D 日,D 博士,39,0,4,30 臺北市,1 一般
112,3,國立臺灣大學,政治學系,D 日,M 碩士,125,0,37,30 臺北市,1 一般
112,3,國立臺灣大學,政治學系,N 職,M 碩士,80,0,7,30 臺北市,1 一般
112,3,國立臺灣大學,政治學系,D 日,B 學士,723,27,163,30 臺北市,1 一般
112,3,國立臺灣大學,心理學系,D 日,D 博士,35,0,4,30 臺北市,1 一般
112,3,國立臺灣大學,心理學系,D 日,M 碩士,115,0,30,30 臺北市,1 一般
112,3,國立臺灣大學,心理學系,D 日,B 學士,306,24,69,30 臺北市,1 一般
112,3,國立臺灣大學,社會學系,D 日,D 博士,15,0,0,30 臺北市,1 一般
112,3,國立臺灣大學,社會學系,D 日,M 碩士,44,0,8,30 臺北市,1 一般
112,3,國立臺灣大學,社會學系,D 日,B 學士,218,19,44,30 臺北市,1 一般
112,3,國立臺灣大學,地理環境資源學系,D 日,D 博士,16,0,4,30 臺北市,1 一般
112,3,國立臺灣大學,地理環境資源學系,D 日,M 碩士,65,0,21,30 臺北市,1 一般
112,3,國立臺灣大學,地理環境資源學系,N 職,M 碩士,1,0,0,30 臺北市,1 一般
112,3,國立臺灣大學,地理環境資源學系,D 日,B 學士,153,17,29,30 臺北市,1 一般
112,3,國立臺灣大學,國家發展研究所,D 日,D 博士,31,0,6,30 臺北市,1 一般
112,3,國立臺灣大學,國家發展研究所,D 日,M 碩士,184,15,32,30 臺北市,1 一般
112,3,國立臺灣大學,國家發展研究所,N 職,M 碩士,55,0,31,30 臺北市,1 一般
112,3,國立臺灣大學,新聞研究所,D 日,M 碩士,92,6,23,30 臺北市,1 一般
112,3,國立臺灣大學,圖書資訊學系,D 日,D 博士,19,0,3,30 臺北市,1 一般
112,3,國立臺灣大學,圖書資訊學系,D 日,M 碩士,73,0,12,30 臺北市,1 一般
112,3,國立臺灣大學,圖書資訊學系,D 日,B 學士,213,11,40,30 臺北市,1 一般
112,3,國立臺灣大學,會計學系,D 日,D 博士,16,0,1,30 臺北市,1 一般
112,3,國立臺灣大學,會計學系,D 日,M 碩士,97,0,43,30 臺北市,1 一般
112,3,國立臺灣大學,會計學系,D 日,B 學士,558,22,124,30 臺北市,1 一般
112,3,國立臺灣大學,財務金融學系,D 日,D 博士,22,0,2,30 臺北市,1 一般
112,3,國立臺灣大學,財務金融學系,D 日,M 碩士,147,0,61,30 臺北市,1 一般
112,3,國立臺灣大學,財務金融學系,D 日,B 學士,526,24,121,30 臺北市,1 一般
112,3,國立臺灣大學,商學研究所,D 日,D 博士,44,0,1,30 臺北市,1 一般
112,3,國立臺灣大學,商學研究所,D 日,M 碩士,134,11,58,30 臺北市,1 一般
112,3,國立臺灣大學,管理學院企業管理碩士專班,D 日,M 碩士,184,2,45,30 臺北市,1 一般
112,3,國立臺灣大學,工商管理學系,D 日,B 學士,469,10,89,30 臺北市,1 一般
112,3,國立臺灣大學,事業經營碩士在職學位學程,N 職,M 碩士,61,2,26,30 臺北市,1 一般
112,3,國立臺灣大學,國際企業學系,D 日,D 博士,47,0,4,30 臺北市,1 一般
112,3,國立臺灣大學,國際企業學系,D 日,M 碩士,144,0,57,30 臺北市,1 一般
112,3,國立臺灣大學,國際企業學系,D 日,B 學士,413,21,85,30 臺北市,1 一般
112,3,國立臺灣大學,公共事務研究所,D 日,M 碩士,46,7,17,30 臺北市,1 一般
112,3,國立臺灣大學,臺大復旦EMBA境外專班,N 職,M 碩士,227,0,29,30 臺北市,1 一般
112,3,國立臺灣大學,管理學院碩士在職專班,N 職,M 碩士,419,2,160,30 臺北市,1 一般
112,3,國立臺灣大學,管理學院創業創新管理碩士在職專班,N 職,M 碩士,85,2,14,30 臺北市,1 一般
112,3,國立臺灣大學,法律學系,D 日,D 博士,44,0,1,30 臺北市,1 一般
112,3,國立臺灣大學,法律學系,D 日,M 碩士,474,0,91,30 臺北市,1 一般
112,3,國立臺灣大學,法律學系,D 日,B 學士,817,35,209,30 臺北市,1 一般
112,3,國立臺灣大學,科際整合法律學研究所,D 日,M 碩士,160,7,27,30 臺北市,1 一般
112,3,國立臺灣大學,事業經營法務碩士在職學位學程,N 職,M 碩士,68,1,18,30 臺北市,1 一般
112,3,國立臺灣大學,生命科學系,D 日,D 博士,34,0,2,30 臺北市,1 一般
112,3,國立臺灣大學,生命科學系,D 日,M 碩士,82,0,15,30 臺北市,1 一般
112,3,國立臺灣大學,生命科學系,D 日,B 學士,250,30,36,30 臺北市,1 一般
112,3,國立臺灣大學,植物科學研究所,D 日,D 博士,21,0,5,30 臺北市,1 一般
112,3,國立臺灣大學,植物科學研究所,D 日,M 碩士,63,8,15,30 臺北市,1 一般
112,3,國立臺灣大學,昆蟲學系,D 日,D 博士,15,0,0,30 臺北市,1 一般
112,3,國立臺灣大學,昆蟲學系,D 日,M 碩士,39,0,9,30 臺北市,1 一般
112,3,國立臺灣大學,昆蟲學系,D 日,B 學士,128,13,16,30 臺北市,1 一般
112,3,國立臺灣大學,生物科技研究所,D 日,D 博士,24,0,7,30 臺北市,1 一般
112,3,國立臺灣大學,生物科技研究所,D 日,M 碩士,33,8,11,30 臺北市,1 一般
112,3,國立臺灣大學,生化科學研究所,D 日,D 博士,49,0,9,30 臺北市,1 一般
112,3,國立臺灣大學,生化科學研究所,D 日,M 碩士,51,7,19,30 臺北市,1 一般
112,3,國立臺灣大學,分子與細胞生物學研究所,D 日,D 博士,10,0,3,30 臺北市,1 一般
112,3,國立臺灣大學,分子與細胞生物學研究所,D 日,M 碩士,52,9,23,30 臺北市,1 一般
112,3,國立臺灣大學,基因體與系統生物學學位學程,D 日,D 博士,29,0,5,30 臺北市,1 一般
112,3,國立臺灣大學,基因體與系統生物學學位學程,D 日,M 碩士,17,2,4,30 臺北市,1 一般
112,3,國立臺灣大學,生化科技學系,D 日,D 博士,36,0,5,30 臺北市,1 一般
112,3,國立臺灣大學,生化科技學系,D 日,M 碩士,110,0,35,30 臺北市,1 一般
112,3,國立臺灣大學,生化科技學系,D 日,B 學士,215,20,35,30 臺北市,1 一般
112,3,國立臺灣大學,生物科技管理碩士在職學位學程,N 職,M 碩士,62,2,22,30 臺北市,1 一般
112,3,國立臺灣大學,植物生物科技產學研發博士學位學程,D 日,D 博士,4,0,0,30 臺北市,1 一般
112,3,國立臺灣大學,生物科技與食品營養學士學位學程,D 日,B 學士,15,1,0,30 臺北市,1 一般
112,3,國立臺灣大學,生物化學暨分子生物學研究所,D 日,D 博士,25,0,3,30 臺北市,1 一般
112,3,國立臺灣大學,生物化學暨分子生物學研究所,D 日,M 碩士,61,12,28,30 臺北市,1 一般
112,3,國立臺灣大學,生物資訊學國際研究生博士學位學程,D 日,D 博士,5,0,1,30 臺北市,1 一般
112,3,國立臺灣大學,跨領域神經科學國際研究生博士學位學程,D 日,D 博士,18,0,2,30 臺北市,1 一般
112,3,國立臺灣大學,生物多樣性國際碩士學位學程,D 日,M 碩士,14,2,4,30 臺北市,1 一般
112,3,國立臺灣大學,生態學與演化生物學研究所,D 日,D 博士,18,0,1,30 臺北市,1 一般
112,3,國立臺灣大學,生態學與演化生物學研究所,D 日,M 碩士,58,8,15,30 臺北市,1 一般
112,3,國立臺灣大學,防災減害與韌性碩士學位學程,D 日,M 碩士,1,1,0,30 臺北市,1 一般
112,3,國立臺灣大學,化學系,D 日,D 博士,124,0,21,30 臺北市,1 一般
112,3,國立臺灣大學,化學系,D 日,M 碩士,295,0,68,30 臺北市,1 一般
112,3,國立臺灣大學,化學系,D 日,B 學士,279,32,65,30 臺北市,1 一般
112,3,國立臺灣大學,地質科學系,D 日,D 博士,44,0,2,30 臺北市,1 一般
112,3,國立臺灣大學,地質科學系,D 日,M 碩士,72,0,29,30 臺北市,1 一般
112,3,國立臺灣大學,地質科學系,D 日,B 學士,145,21,31,30 臺北市,1 一般
112,3,國立臺灣大學,氣候變遷與永續發展國際博士學位學程,D 日,D 博士,20,0,1,30 臺北市,1 一般
112,3,國立臺灣大學,氣候變遷與永續發展國際碩士學位學程,D 日,M 碩士,37,2,9,30 臺北市,1 一般
112,3,國立臺灣大學,地球系統科學國際研究生博士學位學程,D 日,D 博士,15,0,0,30 臺北市,1 一般
112,3,國立臺灣大學,大氣科學系,D 日,D 博士,31,0,2,30 臺北市,1 一般
112,3,國立臺灣大學,大氣科學系,D 日,M 碩士,39,0,22,30 臺北市,1 一般
112,3,國立臺灣大學,大氣科學系,D 日,B 學士,158,17,26,30 臺北市,1 一般
112,3,國立臺灣大學,海洋研究所,D 日,D 博士,18,0,3,30 臺北市,1 一般
112,3,國立臺灣大學,海洋研究所,D 日,M 碩士,84,30,31,30 臺北市,1 一般
112,3,國立臺灣大學,物理學系,D 日,D 博士,116,0,11,30 臺北市,1 一般
